"Attribute Properties","Lastnosti atributa",module,Magento_Eav
"Default label","Privzeta oznaka",module,Magento_Eav
"Attribute Code","Koda atributa",module,Magento_Eav
"This is used internally. Make sure you don\'t use spaces or more than %1 symbols.","To se uporablja interno. Preverite, da ne uporabljate presledkov ali več kot %1 simbolov.",module,Magento_Eav
"Catalog Input Type for Store Owner","Vrsta vnosa kataloga za lastnika trgovine",module,Magento_Eav
"Values Required","Vrednosti zahtevane",module,Magento_Eav
"Default Value","Privzeta vrednost",module,Magento_Eav
"Unique Value","Edinstvena vrednost",module,Magento_Eav
"Unique Value (not shared with other products)","Edinstvena vrednost (ni deljena z ostalimi izdelki)",module,Magento_Eav
"Not shared with other products","Ni deljeno z ostalimi izdelki",module,Magento_Eav
"Input Validation for Store Owner","Validacija vnosa za lastnika trgovine",module,Magento_Eav
"Required","Zahtevano",module,Magento_Eav
"Yes","Da",module,Magento_Eav
"No","Ne",module,Magento_Eav
"System","Sistem",module,Magento_Eav
"None","Brez",module,Magento_Eav
"Decimal Number","Decimalno število",module,Magento_Eav
"Integer Number","Celo število",module,Magento_Eav
"Email","E-pošta",module,Magento_Eav
"URL","URL",module,Magento_Eav
"Letters","Črke",module,Magento_Eav
"Letters (a-z, A-Z) or Numbers (0-9)","Črke (a-z, A-Z) ali številke (0-9)",module,Magento_Eav
"Text Field","Polje z besedilom",module,Magento_Eav
"Text Area","Besedilo",module,Magento_Eav
"Date","Datum",module,Magento_Eav
"Yes/No","Da/ne",module,Magento_Eav
"Multiple Select","Izbira več predmetov",module,Magento_Eav
"Dropdown","Spustni seznam",module,Magento_Eav
"Input type ""%value%"" not found in the input types list.","Vnosa tipa ""%value%"" v seznamu vnosnih vrst ni mogoče najti.",module,Magento_Eav
"Attribute object is undefined","Objekt atributa ni določen",module,Magento_Eav
"Entity object is undefined","Objekt enitete ni določen",module,Magento_Eav
"""%1"" invalid type entered.","Vnešena ""%1"" neveljavna vrsta.",module,Magento_Eav
"""%1"" contains non-alphabetic or non-numeric characters.","""%1"" vsebuje neabecedne ali neštevilske znake.",module,Magento_Eav
"""%1"" is an empty string.","""%1"" je prazen niz.",module,Magento_Eav
"""%1"" contains non-numeric characters.","""%1"" vsebuje neštevilske znake.",module,Magento_Eav
"""%1"" contains non-alphabetic characters.","""%1"" vsebuje neabecedne znake.",module,Magento_Eav
"""%1"" is not a valid email address.","""%1"" ni veljaven e-poštni naslov.",module,Magento_Eav
"""%1"" is not a valid hostname.","""%1"" ni veljavno ime gostitelja.",module,Magento_Eav
"""%1"" uses too many characters.","""%1"" uporablja preveč znakov.",module,Magento_Eav
"'%value%' looks like an IP address, which is not an acceptable format.","'%value%' izgleda, da je IP naslov, ki nima sprejemljive oblike.",module,Magento_Eav
"'%value%' looks like a DNS hostname but we cannot match the TLD against known list.","'%value%' izgleda, da je DNS ime gostitelja, vendar se ne ujema s TLD znanega seznama.",module,Magento_Eav
"'%value%' looks like a DNS hostname but contains a dash in an invalid position.","'%value%' izgleda, da je DNS ime gostitelja, vendar vsebuje pomišljaj na neveljavnem mestu.",module,Magento_Eav
"'%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.","'%value%' izgleda, da je DNS ime gostitelja, vendar se ne ujema s shemo gostitelja za TLD '%tld%'.",module,Magento_Eav
"'%value%' looks like a DNS hostname but cannot extract TLD part.","'%value%' izgleda, da je DNS ime gostitelja, vendar TLD dela ni mogoče izločiti.",module,Magento_Eav
"'%value%' does not look like a valid local network name.","'%value%' ne izgleda kot veljavno ime lokalnega omrežja.",module,Magento_Eav
"'%value%' looks like a local network name, which is not an acceptable format.","'%value%' izgleda kot ime lokalnega omrežja, ki nima sprejemljive oblike.",module,Magento_Eav
"'%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","'%value%' se zdi, da je ime DNS gostitelja, vendar ni mogoče dekodirati danega zapisa punycode.",module,Magento_Eav
"""%1"" is not a valid URL.","""%1"" ni veljaven URL.",module,Magento_Eav
"""%1"" is not a valid date.","""%1"" ni veljaven datum.",module,Magento_Eav
"""%1"" does not fit the entered date format.","""%1"" se ne prilega obliki vnesenega datuma.",module,Magento_Eav
"""%1"" is a required value.","""%1"" je zahtevana vrednost.",module,Magento_Eav
"Please enter a valid date between %1 and %2 at %3.","Vnesite veljaven datum med %1 in %2 na %3.",module,Magento_Eav
"Please enter a valid date equal to or greater than %1 at %2.","Vnesite veljaven datum enak ali večji od %1 na %2.",module,Magento_Eav
"Please enter a valid date less than or equal to %1 at %2.","Vnesite veljaven datum manj kot ali enak %1 na %2.",module,Magento_Eav
"""%1"" is not a valid file extension.","""%1"" ni veljavna končnica datoteke.",module,Magento_Eav
"""%1"" is not a valid file.","""%1"" ni veljavna datoteka.",module,Magento_Eav
"""%1"" exceeds the allowed file size.","""%1"" presega dovoljeno velikost datoteke.",module,Magento_Eav
"""%1"" is not a valid image format","""%1"" ni veljavna oblika slike",module,Magento_Eav
"""%1"" width exceeds allowed value of %2 px.","""%1"" širina presega dovoljeno vrednost %2 px.",module,Magento_Eav
"""%1"" height exceeds allowed value of %2 px.","""%1"" višina presega dovoljeno vrednost %2 px.",module,Magento_Eav
"""%1"" cannot contain more than %2 lines.","""%1"" ne sme vsebovati več kot %2 vrstice.",module,Magento_Eav
"""%1"" length must be equal or greater than %2 characters.","""%1"" dolžina mora biti enaka ali večja od %2 znakov.",module,Magento_Eav
"""%1"" length must be equal or less than %2 characters.","""%1"" dolžina mora biti enaka ali manjša od %2 znakov.",module,Magento_Eav
"Attribute group does not belong to provided attribute set","Skupina atributov ne pripada podanemu naboru atributov",module,Magento_Eav
"Cannot save attributeGroup","AttributeGroup ni mogoče shraniti",module,Magento_Eav
"Group with id ""%1"" does not exist.","Skupina z id ""%1"" ne obstaja.",module,Magento_Eav
"Cannot delete attributeGroup with id %1","AttributeGroup z ID %1 ni mogoče izbrisati",module,Magento_Eav
"AttributeSet with id ""%1"" does not exist.","AttributeSet z ID ""%1"" ne obstaja.",module,Magento_Eav
"Wrong attribute set id provided","Podan je napačen ID nabora atributov",module,Magento_Eav
"Attribute group does not belong to attribute set","Skupina atributov ne pripada naboru atributov",module,Magento_Eav
"Attribute set not found: %1","Nabora atributov ni mogoče najti: %1",module,Magento_Eav
"Attribute ""%1"" not found in attribute set %2.","Atributa ""%1"" ni mogoče najti v naboru atributov %2.",module,Magento_Eav
"System attribute can not be deleted","Sistemskega atributa ni mogoče izbrisati",module,Magento_Eav
"Cannot save attribute","Atributa ni mogoče shraniti",module,Magento_Eav
"Attribute with attributeCode ""%1"" does not exist.","Atribut z attributeCode ""%1"" ne obstaja.",module,Magento_Eav
"Cannot delete attribute.","Atributa ni mogoče izbrisati.",module,Magento_Eav
"Attribute with id ""%1"" does not exist.","Atribut z ID ""%1"" ne obstaja.",module,Magento_Eav
"There was an error saving attribute set.","Pri shranjevanju nabora atributov je prišlo do napake.",module,Magento_Eav
"Default attribute set can not be deleted","Privzetega nabora atributov ni mogoče izbrisati",module,Magento_Eav
"There was an error deleting attribute set.","Pri brisanju nabora atributov je prišlo do napake.",module,Magento_Eav
"Invalid entity_type specified: %1","Določen je neveljaven entity_type: %1",module,Magento_Eav
"Entity is not initialized","Entiteta ni inicializirana",module,Magento_Eav
"Unknown parameter","Neznan parameter",module,Magento_Eav
"The attribute code \'%1\' is reserved by system. Please try another attribute code","Koda atributa \'%1\' je rezervirana za sistem. Poskusite z drugo kodo atributa",module,Magento_Eav
"An attribute code must not be more than %1 characters.","Koda atributa ne sme biti večja od %1 znakov.",module,Magento_Eav
"Invalid default decimal value","Neveljavna privzeta decimalna vrednost",module,Magento_Eav
"Invalid default date","Neveljaven privzeti datum",module,Magento_Eav
"Invalid entity supplied","Podana neveljavna entiteta",module,Magento_Eav
"Invalid backend model specified: %1","Določen neveljaven model ozadja: %1",module,Magento_Eav
"Source model ""%1"" not found for attribute ""%2""","Izvornega modela ""%1"" za atribut ""%2"" ni mogoče najti",module,Magento_Eav
"The value of attribute ""%1"" must be set","Vrednost atributa ""%1"" mora biti nastavljena",module,Magento_Eav
"The value of attribute ""%1"" must be unique","Vrednost atributa ""%1"" mora biti edinstvena",module,Magento_Eav
"Invalid date","Neveljaven datum",module,Magento_Eav
"Empty attribute code","Prazna koda atributa",module,Magento_Eav
"Attribute %1 doesn\'t work with options","Atribut %1 ne deluje z možnostmi",module,Magento_Eav
"Cannot save attribute %1","Atributa %1 ni mogoče shraniti",module,Magento_Eav
"Attribute %1 doesn\'t have any option","Atribut %1 nima nobene možnosti",module,Magento_Eav
"Attribute %1 does not contain option with Id %2","Atribut %1 ne vsebuje možnosti z ID %2",module,Magento_Eav
"Cannot load options for attribute %1","Možnosti za atribut %1 ni mogoče naložiti",module,Magento_Eav
"Attribute set name is empty.","Ime nabora atributov je prazno.",module,Magento_Eav
"An attribute set named ""%1"" already exists.","Nabor atributov z imenom ""%1"" že obstaja.",module,Magento_Eav
"No options found.","Najdenih ni nobenih možnosti.",module,Magento_Eav
"label","oznaka",module,Magento_Eav
"Invalid entity supplied: %1","Podana neveljavna entiteta: %1",module,Magento_Eav
"Attempt to add an invalid object","Poskus dodajanja neveljavnega objekta",module,Magento_Eav
"Invalid attribute identifier for filter (%1)","Neveljaven identifikator atributa za filter (%1)",module,Magento_Eav
"Invalid attribute requested: %1","Zahtevan neveljaven atribut: %1",module,Magento_Eav
"Joint field or attribute expression with this alias is already declared","Skupno polje ali izraz atributa s tem vzdevkom je že določen",module,Magento_Eav
"Invalid alias, already exists in joint attributes","Neveljaven vzdevek, že obstaja v skupnih atributih",module,Magento_Eav
"Invalid foreign key","Neveljaven tuj ključ",module,Magento_Eav
"Invalid entity type","Neveljavna vrsta entitete",module,Magento_Eav
"Invalid attribute type","Neveljavna vrsta atributa",module,Magento_Eav
"A joined field with this alias is already declared.","Skupno polje s tem vzdevkom je že določeno.",module,Magento_Eav
"Invalid joint fields","Neveljavna skupna polja",module,Magento_Eav
"A joint field with this alias (%1) is already declared.","A joint field with this alias (%1) is already declared.",module,Magento_Eav
"Data integrity: No header row found for attribute","Data integrity: No header row found for attribute",module,Magento_Eav
"Invalid attribute name: %1","Invalid attribute name: %1",module,Magento_Eav
"Invalid character encountered in increment ID: %1","Invalid character encountered in increment ID: %1",module,Magento_Eav
"The current module pathname is undefined.","The current module pathname is undefined.",module,Magento_Eav
"The current module EAV entity is undefined.","The current module EAV entity is undefined.",module,Magento_Eav
"The form code is not defined.","The form code is not defined.",module,Magento_Eav
"The entity instance is not defined.","The entity instance is not defined.",module,Magento_Eav
"Invalid form type.","Invalid form type.",module,Magento_Eav
"Invalid EAV attribute","Invalid EAV attribute",module,Magento_Eav
"Attribute with the same code","Attribute with the same code",module,Magento_Eav
"The storefront label is not defined.","The storefront label is not defined.",module,Magento_Eav
"Default option value is not defined","Default option value is not defined",module,Magento_Eav
"Form Element with the same attribute","Form Element with the same attribute",module,Magento_Eav
"Form Fieldset with the same code","Form Fieldset with the same code",module,Magento_Eav
"Form Type with the same code","Form Type with the same code",module,Magento_Eav
"The value of attribute ""%1"" is invalid.","The value of attribute ""%1"" is invalid.",module,Magento_Eav
"Wrong entity ID","Napačen ID entitete",module,Magento_Eav
"Wrong attribute set ID","Napačen ID nabora atributov",module,Magento_Eav
"Wrong attribute group ID","Napačen ID skupine atributov",module,Magento_Eav
"AttributeSet does not exist.","AttributeSet ne obstaja.",module,Magento_Eav
"hello","pozdravljeni",module,Magento_Eav
"Some internal exception message.","Sporočilo neke interne izjeme.",module,Magento_Eav
"The value of attribute not valid","Vrednost atributa ni veljavna",module,Magento_Eav
"EAV types and attributes","EAV types and attributes",module,Magento_Eav
"Entity types declaration cache.","Entity types declaration cache.",module,Magento_Eav
"Default Label","Default Label",module,Magento_Eav
"This is used internally. Make sure you don't use spaces or more than %1 symbols.","This is used internally. Make sure you don't use spaces or more than %1 symbols.",module,Magento_Eav
"Not shared with other products.","Not shared with other products.",module,Magento_Eav
"The attribute code '%1' is reserved by system. Please try another attribute code","The attribute code '%1' is reserved by system. Please try another attribute code",module,Magento_Eav
"Attribute %1 doesn't work with options","Attribute %1 doesn't work with options",module,Magento_Eav
"Attribute %1 doesn't have any option","Attribute %1 doesn't have any option",module,Magento_Eav
"Entity attribute with id ""%1"" not found","Atribut entitete z id ""%1"" ni najden",module,Magento_Eav
"Entity types declaration cache","Entity types declaration cache",module,Magento_Eav
